2026-01-26 20:11:22,200 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:11:22,201 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:17:34,951 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:17:34,953 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:25:00,984 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:25:00,989 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:27:03,444 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:27:03,445 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:28:06,265 - openai._base_client - INFO - [_base_client.py:960] - Retrying request to /embeddings in 0.808997 seconds
2026-01-26 20:28:09,165 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/embeddings "HTTP/1.1 200 OK"
2026-01-26 20:28:09,190 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:28:09,192 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-26 20:28:09,235 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientCreateCollectionEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:28:09,237 - app.kb.vectordb - INFO - [vectordb.py:91] - 集合创建成功: chunks_1
2026-01-26 20:28:09,250 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event CollectionQueryEvent: capture() takes 1 positional argument but 3 were given
2026-01-26 20:28:09,251 - app.kb.vectordb - INFO - [vectordb.py:236] - 向量检索成功: 返回 0 条结果
2026-01-29 03:44:38,368 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:45:38,322 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:45:38,342 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:46:38,336 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:46:38,352 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:47:38,333 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:47:38,360 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:48:38,328 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:48:38,337 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:49:38,334 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:49:38,350 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:50:38,335 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:50:38,342 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:51:38,331 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:51:38,348 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:52:38,324 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:52:38,340 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:53:38,314 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:53:38,325 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:54:38,333 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:54:38,346 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:55:38,320 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:55:38,333 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:56:38,314 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:56:38,336 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:57:38,334 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:57:38,349 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:58:38,339 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:58:38,355 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:59:38,323 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 03:59:38,345 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:00:38,636 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:00:38,647 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:01:38,337 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:01:38,356 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:02:38,312 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:02:38,335 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:03:38,337 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:03:38,358 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:04:38,322 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:04:38,351 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:05:38,334 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:05:38,359 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:06:38,327 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:06:38,346 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:07:38,335 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:07:38,357 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:08:38,321 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:08:38,336 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:09:38,391 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:09:38,415 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:10:38,338 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:10:38,350 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:11:38,633 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:11:38,642 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:12:38,337 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:12:38,355 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:13:38,329 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:13:38,355 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:14:38,341 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:14:38,364 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:15:38,332 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:15:38,344 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:16:38,341 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:16:38,363 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:17:38,328 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:17:38,348 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:18:38,334 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:18:38,351 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:19:38,335 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:19:38,358 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:20:38,345 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:20:38,364 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:21:38,332 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:21:38,345 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:22:38,629 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:22:38,637 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:23:38,339 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:23:38,357 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:24:38,325 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:24:38,341 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:25:38,332 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:25:38,351 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:26:38,329 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:26:38,345 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:27:38,628 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:27:38,639 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:28:38,338 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:28:38,363 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:29:38,332 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 04:29:38,360 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:15:24,144 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:15:24,159 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:15:46,329 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:15:46,346 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:16:16,316 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:16:16,343 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:16:46,630 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:16:46,648 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:17:38,646 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:17:38,660 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:18:38,335 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:18:38,349 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:19:38,629 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:19:38,644 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:20:23,538 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:20:23,549 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:20:46,346 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:20:46,370 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:21:16,316 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:21:16,331 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:22:17,629 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:22:17,639 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:23:18,635 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:23:18,648 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:24:19,633 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:24:19,646 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:25:20,631 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:25:20,648 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:26:21,648 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:26:21,662 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:27:22,617 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:27:22,635 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:28:23,632 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:28:23,659 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:29:24,653 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:29:24,666 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:30:25,659 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:30:25,671 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:31:26,636 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:31:26,652 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:32:27,632 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:32:27,650 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:33:28,629 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:33:28,646 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:34:29,653 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:34:29,675 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:35:30,644 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:35:30,661 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:36:31,669 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:36:31,694 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:37:32,645 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:37:32,658 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:38:33,664 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:38:33,697 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:38:57,782 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-29 14:38:57,786 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-29 14:39:34,761 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:39:34,773 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:40:29,432 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:40:29,457 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:40:30,618 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:40:30,631 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:41:38,251 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-29 14:41:38,251 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-29 14:42:26,739 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_home
2026-01-29 14:42:31,119 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/embeddings "HTTP/1.1 200 OK"
2026-01-29 14:42:31,140 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-29 14:42:31,142 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-29 14:42:31,206 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event CollectionQueryEvent: capture() takes 1 positional argument but 3 were given
2026-01-29 14:42:31,208 - app.kb.vectordb - INFO - [vectordb.py:237] - 向量检索成功: 返回 0 条结果
2026-01-29 14:42:31,210 - app.services.kb_service - INFO - [kb_service.py:269] - 知识检索完成: 查询='什么是原子轨道？', 结果数=0
2026-01-29 14:42:35,093 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 14:42:44,780 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/embeddings "HTTP/1.1 200 OK"
2026-01-29 14:42:44,805 - app.kb.vectordb - INFO - [vectordb.py:237] - 向量检索成功: 返回 0 条结果
2026-01-29 14:42:44,807 - app.services.kb_service - INFO - [kb_service.py:269] - 知识检索完成: 查询='你好？', 结果数=0
2026-01-29 14:42:46,676 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-29 14:42:46,699 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=ask_question
2026-01-29 14:42:53,735 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/chat/completions "HTTP/1.1 200 OK"
2026-01-29 14:43:01,121 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=get_question_recommendations
2026-01-29 14:43:08,592 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 14:47:29,065 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_home
2026-01-29 14:47:44,340 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_home
2026-01-29 14:47:46,149 - httpx - INFO - [_client.py:1013] - HTTP Request: POST https://api.siliconflow.cn/v1/embeddings "HTTP/1.1 200 OK"
2026-01-29 14:47:46,172 - app.kb.vectordb - INFO - [vectordb.py:237] - 向量检索成功: 返回 0 条结果
2026-01-29 14:47:46,176 - app.services.kb_service - INFO - [kb_service.py:269] - 知识检索完成: 查询='电子自旋', 结果数=0
2026-01-29 14:48:14,422 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=search_knowledge
2026-01-29 19:30:01,413 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=page_performance
2026-01-29 19:30:01,436 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 19:31:00,675 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 19:31:04,379 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 19:31:05,825 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 19:33:14,766 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 19:35:47,640 - app.services.analytics_service - INFO - [analytics_service.py:50] - 学习事件已记录: user_id=3, event_type=view_student_profile
2026-01-29 19:40:24,835 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
2026-01-29 19:40:24,837 - app.kb.vectordb - INFO - [vectordb.py:59] - Chroma 连接成功: ./storage/chroma_db
2026-01-29 19:50:15,140 - chromadb.telemetry.product.posthog - ERROR - [posthog.py:59] - Failed to send telemetry event ClientStartEvent: capture() takes 1 positional argument but 3 were given
